ID,Account_Number_of_Vendor_or_Creditor
5500008401_20,0
4210142606_90,0
4210142606_80,0
4210142606_70,0
4210142606_60,0
4210142606_40,0
4210142606_30,0
4210142606_20,0
4500175111_10,0
4500175109_10,0
4500175243_10,0
4210142359_130,0
4500174769_10,0
4210142359_110,0
4500175110_10,0
4210142624_20,0
4210142573_20,0
4210142573_80,0
4210142624_10,0
4500174961_10,0
4210142610_10,0
4210142640_10,0
4500174960_10,0
4210142622_10,0
5500008401_10,0
4210142606_100,0
4500175161_40,0
4210142134_30,0
4220040269_10,0
4500175161_130,0
4220040266_10,0
4500175221_10,0
4500175221_40,0
4500175221_30,0
4500175221_20,0
4220038306_20,0
4500175161_120,0
4500175161_20,0
4220038306_30,0
4210142631_10,0
4500175161_150,0
4500175161_90,0
4210142633_20,0
4210142633_10,0
4210142636_10,0
4210141635_10,0
4210142438_10,0
4500175161_60,0
4500175161_100,0
4500175161_30,0
4210142608_10,0
4220040271_20,0
4210142619_10,0
4500175161_50,0
4220039811_10,0
4210142134_20,0
4210142134_10,0
4210141072_10,0
4210140335_20,0
4210142451_20,0
4210142451_30,0
4210142451_10,0
4210142638_10,0
4220038199_10,0
4220038199_50,0
4220038198_40,0
4500175161_160,0
4500175161_110,0
4210142604_10,0
4210142518_10,0
4210141497_10,0
4210142615_10,0
4210141497_20,0
4210142574_10,0
4210142574_20,0
4500175161_140,0
4500175161_70,0
4210142634_10,0
4220040271_10,0
4210142606_110,0
4210142609_20,0
4210142618_70,0
4210142053_10,0
4210142618_10,0
4220040273_150,0
4210142565_10,0
4210142565_20,0
4210142629_20,0
4210142606_10,0
4210142618_40,0
4210142618_60,0
4210142629_10,0
4220040273_10,0
4220040273_90,0
4220040273_100,0
4500175224_1,0
4210141683_10,0
4220040273_140,0
4220039970_10,0
4220040273_130,0
4500174660_10,0
4220040273_120,0
4210141217_10,0
4500175216_10,0
4220040273_110,0
4210142626_10,0
4210142586_10,0
4210133436_40,0
4210142618_20,0
4220040273_80,0
4210142618_50,0
4210142606_50,0
4210142613_10,0
4220040273_30,0
4220039082_20,0
5500008403_10,0
4220040273_40,0
4210141720_40,0
4210141720_10,0
4210141720_20,0
4210142618_30,0
4210141720_30,0
4210142635_10,0
4210141720_50,0
4500174545_10,0
4220040273_170,0
4500175301_1,0
4220040273_160,0
4220035930_160,0
4210137754_10,0
4220040273_70,0
4220040273_60,0
4220040273_20,0
4500175295_1,0
4220035930_170,0
4220040273_50,0
4210142670_10,0
4000006815_40,0
4400010289_20,0
4400010289_30,0
4210142653_10,0
4400010289_40,0
4000006815_20,0
4300013177_10,0
4210142587_20,0
4210142685_20,0
4500175344_10,0
4500175387_1,0
4500175381_1,0
4500175382_1,0
4210142664_10,0
4500175384_1,0
4500175359_10,0
4300013348_10,0
4300013345_10,0
4210142648_10,0
4300013346_10,0
4220040279_10,0
4210142259_10,0
4220040283_10,0
4500175357_10,0
4210142099_20,0
4500174229_10,0
4220040281_10,0
4500175363_1,0
4600000204_10,0
4500175378_10,0
4210140196_10,0
4500175332_120,0
4500175332_110,0
4500175332_100,0
4500175332_90,0
4500175332_80,0
4500175346_10,0
4500175332_140,0
4210142688_10,0
4500175332_70,0
4210142649_20,0
4210142649_10,0
4500168627_10,0
4500168627_30,0
4000006681_10,0
4210142649_30,0
4210142688_20,0
4500175314_20,0
4500175314_10,0
4500175376_1,0
4500175367_1,0
4210142667_10,0
4000006681_20,0
4500175362_1,0
4500175352_10,0
4210142687_10,0
4500175380_10,0
4210142647_10,0
4500175374_1,0
4220040276_10,0
4500175375_1,0
4500175332_10,0
4230002826_10,0
4230002826_20,0
4600000205_10,0
4210142647_30,0
4500173551_10,0
4210142685_10,0
4500175349_40,0
4210142642_10,0
4210142659_10,0
4500175372_1,0
4500175340_10,0
4500175340_20,0
4210142658_10,0
4210141975_20,0
4210140844_20,0
5500008250_10,0
4210142138_10,0
4500142413_30,0
4500173097_10,0
4220040284_10,0
4210142666_10,0
4230002825_10,0
4230002825_70,0
4300013349_10,0
4500175361_1,0
5500007726_10,0
4300013350_10,0
5500007726_20,0
4500175358_10,0
4500175310_10,0
6000037891_10,0
4500175328_20,0
4500175328_10,0
4500175347_10,0
4220040285_10,0
4500160550_80,0
4500175350_10,0
4500164645_10,0
4210142672_10,0
4210142672_20,0
4210142663_10,0
4500175385_1,0
4500174929_10,0
4210142669_10,0
4210141578_10,0
4500175315_390,0
4500175315_380,0
4500175315_370,0
4500175045_10,0
4300013351_10,0
4300013352_10,0
4230002825_60,0
4500175315_340,0
4500175315_330,0
4500175315_320,0
4500175323_10,0
4230002825_20,0
4000006848_50,0
4000006848_40,0
4220040278_10,0
4220040286_10,0
4500175383_1,0
4000006848_30,0
4500175386_1,0
4210142683_20,0
4210139737_10,0
4000006848_20,0
4000006848_10,0
4210142683_10,0
4300013344_10,0
4300013347_10,0
4210142665_10,0
4500175242_20,0
4500175315_350,0
4000006851_40,0
4500175326_10,0
4500175326_20,0
4500175315_360,0
4500175326_30,0
4500175326_40,0
4500175321_10,0
4210142661_10,0
4500175326_50,0
4210142681_10,0
4210142647_20,0
4000006857_10,0
4000006857_20,0
4000006857_30,0
4230002825_50,0
4230002825_40,0
4000006857_40,0
4000006851_10,0
4000006851_20,0
4000006851_30,0
4230002825_30,0
4220040287_10,0
4210142646_10,0
4500175369_1,0
4500175325_230,0
4500175325_110,0
4500175325_120,0
4500175325_130,0
4500175325_140,0
4220037679_10,0
4500175325_150,0
4500175325_160,0
4500175325_170,0
4500175325_180,0
4500175342_1,0
4500175325_190,0
4230002763_130,0
4230002763_120,0
4230002763_110,0
4230002763_100,0
4500175325_100,0
4230002763_90,0
4500175325_90,0
5500008407_10,0
4400010340_2,0
4500175325_20,0
4210142662_60,0
4210142662_70,0
4210142662_80,0
4210142662_90,0
4500175325_30,0
4500175325_40,0
4500175325_50,0
4500175325_60,0
4210142662_100,0
4210142662_10,0
4210142662_110,0
4210142662_130,0
4500175325_70,0
4500175325_80,0
4230002763_80,0
4230002763_70,0
4230002763_50,0
4500175373_1,0
4500175325_300,0
4500175325_10,0
4210142123_10,0
4210142123_30,0
4210142123_50,0
4210142123_40,0
4210142123_20,0
6000037890_10,0
4500175348_10,0
4210141617_10,0
5500007708_10,0
5500007771_10,0
5500007771_20,0
4500170299_10,0
4500175351_1,0
4500175365_1,0
4500175325_290,0
4500175325_280,0
4230002763_40,0
4230002763_10,0
4230002763_60,0
4230002763_30,0
4500175325_200,0
4500175325_210,0
4500175325_220,0
4210141613_10,0
4500173204_10,0
4500173202_10,0
4500175332_60,0
4500175325_240,0
4500175330_1,0
4500175325_250,0
4500175325_260,0
4500175325_270,0
4500173203_10,0
4500175333_10,0
4210142679_10,0
4210142679_40,0
4500175343_90,0
4210142671_60,0
4210142671_50,0
4210142650_10,0
4500175343_70,0
4210142671_40,0
4500175331_10,0
4500175343_60,0
4500175343_50,0
4500175343_40,0
4500175343_30,0
4500175343_200,0
4500175343_190,0
4500175343_180,0
4500175343_170,0
4210142678_10,0
4210142671_30,0
4500175331_40,0
4210142671_80,0
4210142671_100,0
4210142671_160,0
4210142671_140,0
4500175343_20,0
4500175343_160,0
4500175322_10,0
4210142671_130,0
4500175360_10,0
4500175343_150,0
4500175343_140,0
4500175331_20,0
4500175343_130,0
4500175343_100,0
4500175331_30,0
4210142671_90,0
4210142671_70,0
4500175343_120,0
4220040280_10,0
4210142673_10,0
4210142673_20,0
5500008162_10,0
4210142673_40,0
4210142684_10,0
4210142671_120,0
4210142671_10,0
4210142662_20,0
4400010340_1,0
4210142662_30,0
4210142662_40,0
4400010340_4,0
4400010340_3,0
4210142562_20,0
4210142679_20,0
4210142679_30,0
4210142673_30,0
4210142673_50,0
4220039265_200,0
4210142329_30,0
4210142673_170,0
4210142673_160,0
4210142673_140,0
4500175343_110,0
4210142673_130,0
4210142673_120,0
4500175343_80,0
4210142662_50,0
4500175343_10,0
4210142673_110,0
4210142673_100,0
4210142673_90,0
4210142673_80,0
4500175334_10,0
4210142673_70,0
4210142673_60,0
4500175329_1,0
4500175366_10,0
4000006681_30,0
4210142682_10,0
4500175309_1,0
4500175336_10,0
4210142652_30,0
4500175371_20,0
4500175332_160,0
4500175337_10,0
4500175332_150,0
4210142668_20,0
4210142652_20,0
4500175339_30,0
4210142668_10,0
4500175332_280,0
4500175332_260,0
4500175339_20,0
4500175339_10,0
4500175332_50,0
4500175332_240,0
4500175319_30,0
4500175371_10,0
4500175319_20,0
4500175308_1,0
4500175332_40,0
4500175332_20,0
4500175332_310,0
4500175332_300,0
4210142641_10,0
4500175332_270,0
4500175366_20,0
4500175332_250,0
4210142686_10,0
4210142652_10,0
4210142643_10,0
4500175332_230,0
4500175332_220,0
4500175332_200,0
4500175332_190,0
4220040261_10,0
4500175161_80,0
4500175332_170,0
4500175332_30,0
4500143296_10,0
4500175370_20,0
5500008409_10,0
4210142645_10,0
4210138883_20,0
4210142674_10,0
4500175332_130,0
4500175332_180,0
4500175368_20,0
4500175332_210,0
4210142644_10,0
4220040282_10,0
4500175370_10,0
4500175319_10,0
4500175368_10,0
4210142676_20,0
4500175353_10,0
4210142676_10,0
45006074_10,0
4500175320_1,0
4210142698_50,0
4500123800_60,0
4500152146_100,0
45005217_60,0
4000006820_40,0
4500175397_30,0
4400010341_1,0
4220040297_10,0
4500173541_150,0
4220039852_10,0
4220039852_30,0
4220039852_20,0
4500175399_10,0
4500175389_10,0
4500175397_20,0
4500159093_30,0
4210142705_10,0
4220040289_10,0
4000006820_20,0
4500175392_30,0
4210142693_10,0
4500175416_10,0
4220040288_10,0
4500175404_20,0
4500175392_10,0
4500175417_10,0
4210142693_20,0
4500175397_70,0
4500175469_1,0
4210142724_10,0
4500175397_60,0
4210142689_10,0
4220040291_10,0
4000006820_30,0
4000006820_10,0
4500175407_10,0
4210142720_10,0
4500175397_10,0
4210142695_10,0
4000006813_10,0
45006084_10,0
4500175404_10,0
4500175426_10,0
4210142713_10,0
4500175443_1,0
4210142694_10,0
4210142704_20,0
4500175440_1,0
4000006845_10,0
45006114_10,0
4500175436_1,0
4000006822_20,0
4500175451_1,0
4000006777_10,0
45006052_10,0
45006079_10,0
4000006776_10,0
4000006760_10,0
4210142704_10,0
4000006822_10,0
4210142698_30,0
4500175414_10,0
4210141444_10,0
4500175397_80,0
4500175397_40,0
4500175397_50,0
4400010342_10,0
4000006813_20,0
4000006862_10,0
4500175397_90,0
4210142698_40,0
45006085_10,0
4210142698_20,0
4220040295_10,0
4500175405_1,0
4500175444_1,0
4220040293_10,0
4210142698_10,0
4210136702_10,0
5500008048_10,0
4500175392_40,0
4500175392_20,0
4210142716_10,0
4000006814_10,0
4220035785_140,0
4000006767_20,0
4210142623_70,0
4500174993_60,0
4210142623_80,0
4210142623_30,0
4500174993_30,0
4000006751_10,0
4210142623_20,0
4220040304_20,0
4210142692_80,0
4210142692_70,0
4000006767_10,0
4210142728_10,0
5500008033_10,0
4220040304_10,0
4210142692_60,0
4220040301_10,0
4210142692_50,0
4220040290_10,0
4500175402_10,0
4500175403_10,0
4220040290_20,0
4220040290_30,0
4210142708_20,0
4220040304_30,0
4220040290_40,0
4500174993_20,0
4210142623_50,0
4210142692_20,0
4210142691_10,0
4210142692_120,0
4210142692_90,0
4500175424_20,0
4500175424_10,0
4210142692_100,0
4210142692_110,0
4000006814_20,0
4210142692_10,0
4210142692_30,0
4210142623_60,0
4000006814_30,0
4210142623_10,0
4500175388_10,0
4210142726_10,0
4210142623_40,0
4210142692_40,0
4500175316_10,0
4000006761_10,0
4000006761_20,0
4000006761_30,0
4000006761_50,0
4000006761_40,0
4000006814_40,0
4500175400_10,0
4210142725_10,0
4500175401_10,0
4500175410_20,0
4500175410_30,0
4500175410_10,0
4210142718_30,0
4210142699_10,0
4210142714_10,0
4500174993_100,0
4500174993_90,0
4500174993_70,0
4210140007_20,0
4210142707_10,0
4210142718_10,0
4210140007_10,0
4500175448_1,0
4500174993_80,0
4500174993_40,0
45005976_10,0
4220040294_10,0
4210142712_10,0
4220039824_20,0
4500175449_10,0
4220039824_10,0
4500175442_1,0
4500175439_1,0
4500160551_40,0
4210142718_20,0
5500008411_10,0
4210142690_10,0
4500175406_1,0
4210142708_10,0
4500174993_50,0
4220040305_10,0
4210142680_10,0
4210142722_40,0
4210142722_50,0
4210142722_30,0
4220040302_10,0
4210142722_20,0
4210142722_10,0
4210142723_40,0
4210142723_50,0
4500175394_70,0
4500175394_60,0
4500175394_50,0
4210142680_20,0
4500175394_40,0
4500175394_30,0
4500175394_20,0
4500175470_1,0
4500175412_10,0
4210142723_30,0
4210142723_20,0
4210142723_10,0
4220035785_130,0
6000037894_10,0
4500175425_10,0
4210142729_10,0
4500175432_1,0
4500175433_1,0
6000037892_10,0
4500175438_1,0
4500175467_1,0
4500175468_1,0
4500175419_10,0
4500175419_30,0
4500175419_20,0
4500175422_10,0
4220040298_10,0
4220040303_10,0
4500175391_50,0
4500175391_40,0
4500175391_30,0
4210142591_10,0
6000037892_40,0
4300013353_10,0
4000006858_30,0
4000006870_20,0
4500175423_20,0
4500175391_60,0
4500175437_1,0
4500175415_140,0
4500175415_70,0
4500175415_100,0
4210142591_20,0
4500175423_30,0
4500175430_1,0
4500175389_30,0
4500175423_10,0
4500175429_1,0
4210134295_20,0
4500175389_20,0
4500175428_1,0
4500175415_110,0
4500175415_120,0
4500175415_130,0
4500175441_1,0
4500175415_30,0
4500175450_1,0
4500175434_1,0
6000037896_20,0
4500175435_1,0
6000037896_10,0
6000037895_10,0
6000037892_30,0
4000006858_20,0
4500175415_150,0
4000006774_40,0
4000006774_30,0
4230002819_10,0
4000006774_10,0
4210142505_10,0
4500175427_10,0
4210142727_10,0
4000006870_10,0
4500175415_20,0
4500175415_170,0
4220040296_20,0
4500171068_10,0
4000006669_20,0
4220040296_10,0
4500175415_40,0
6000037892_20,0
4210142702_40,0
4210142702_30,0
4210142702_20,0
4210142702_10,0
6000037893_10,0
4500175415_160,0
4210142701_10,0
4000006774_20,0
4500175415_90,0
4210142178_10,0
4500175415_50,0
4000006854_50,0
4500175415_60,0
4500175415_80,0
4210142068_10,0
4500175391_20,0
4500148946_10,0
4220040292_10,0
4300013354_10,0
4210142700_10,0
4500172869_10,0
4500175389_40,0
4500175391_10,0
4500175476_10,0
4500175500_10,0
4210142753_40,0
4210142753_30,0
4220040254_10,0
6000037911_10,0
4500175473_10,0
4500175518_10,0
6000037911_20,0
4500175473_20,0
4500175493_10,0
4500175476_40,0
6000037911_30,0
4500175495_10,0
4500175476_50,0
4500175476_20,0
4500175476_30,0
6000037907_10,0
6000037911_40,0
4210142774_10,0
4210142730_10,0
4210142767_10,0
4500175512_10,0
6000037898_20,0
6000037898_10,0
4210142651_10,0
4220040312_10,0
4210142747_10,0
4500175480_10,0
4210142772_10,0
4500175507_20,0
4500175507_30,0
4500170831_60,0
4210142754_10,0
4220040311_10,0
4210142802_40,0
4210142802_50,0
4210142802_30,0
4210142802_10,0
4210142375_10,0
4210142802_20,0
4210142597_10,0
4210142755_10,0
4210142752_10,0
4210142752_20,0
4210142752_30,0
4210142776_10,0
4210142753_20,0
4210142766_10,0
4300013013_10,0
4210142780_10,0
4210142771_10,0
4210142771_20,0
4220039053_10,0
4210142763_30,0
4210142763_40,0
4500175528_10,0
4210142763_60,0
4210142753_10,0
4210142763_20,0
4210142773_10,0
4500175510_10,0
4220039027_10,0
4210142770_10,0
4210134191_30,0
4210142804_10,0
4210142810_10,0
6000037909_20,0
6000037909_10,0
4210142785_10,0
4800002797_10,0
4210142763_50,0
4500175502_10,0
4210142299_10,0
4500175484_30,0
4210142777_30,0
4500119081_30,0
4210142777_40,0
45006094_10,0
4210142741_10,0
4210142798_10,0
4210142798_20,0
4210142739_10,0
4500156749_120,0
4500156750_120,0
4210142777_20,0
4300013355_10,0
6000037899_20,0
6000037899_30,0
4500175477_10,0
4210142617_30,0
4210142617_50,0
4210142617_40,0
4210142617_10,0
6000037899_40,0
4210142801_10,0
4210142796_10,0
4210142617_20,0
6000037899_10,0
4210142777_50,0
4210142756_10,0
4220040322_10,0
4210141530_10,0
4220040308_10,0
4210142768_10,0
6000037904_40,0
6000037904_30,0
6000037901_20,0
6000037901_30,0
4210142764_10,0
6000037904_20,0
4500175537_1,0
6000037904_10,0
6000037905_10,0
6000037905_20,0
4210142743_10,0
4210142580_10,0
4210142797_10,0
4210140308_10,0
4210142799_10,0
4210140308_20,0
4210142756_20,0
4210142740_10,0
6000037901_10,0
4210142742_10,0
4500175472_10,0
4210142751_10,0
4210142582_10,0
4500175487_10,0
4500175486_10,0
4210142594_10,0
4500175491_10,0
4500175494_10,0
4210142744_20,0
4220040307_10,0
45006115_10,0
4220040317_10,0
4210142582_20,0
45006059_20,0
4500175501_10,0
4500175501_70,0
4500175501_60,0
4500175501_40,0
4500175501_30,0
4500175501_20,0
4500175503_20,0
4210142762_10,0
4500175504_10,0
4500175484_10,0
4500175503_10,0
4210142748_10,0
4210142748_20,0
4210142759_10,0
6000037908_10,0
4210142807_10,0
4210142751_20,0
4210142737_20,0
4210142737_10,0
4210142793_10,0
4500175472_30,0
4500175472_20,0
6000037910_10,0
4300013358_10,0
4300013357_10,0
4300013356_10,0
4500175471_10,0
4500175486_30,0
4210142600_10,0
4210142775_10,0
5500008427_10,0
4500175511_1,0
4300012992_10,0
4300012992_20,0
4500175486_20,0
4210142757_10,0
4210142758_10,0
4500175484_20,0
4210142755_40,0
4210142763_10,0
4210142755_60,0
4500175520_1,0
4500175513_10,0
4220040310_30,0
4500175529_1,0
4220040310_20,0
6000037903_20,0
6000037903_30,0
5500008425_10,0
5500008109_40,0
4500175523_1,0
6000037903_10,0
4210142795_10,0
4210142755_50,0
4500175522_1,0
4220038512_50,0
4210142809_10,0
4210142765_10,0
4210142786_10,0
4500175525_1,0
4500159736_50,0
4220040310_10,0
4300012743_10,0
4220040316_10,0
4210142789_10,0
4210142811_20,0
4210142803_100,0
6000037906_10,0
4220040319_10,0
4210142803_90,0
4210142803_80,0
4210142761_10,0
4220040318_10,0
4500162333_20,0
4500175524_1,0
4500173788_10,0
4210142760_10,0
4210142803_50,0
5500008430_10,0
4210142803_70,0
5500008424_10,0
5500008429_10,0
4210142803_60,0
4210142803_40,0
4220039959_20,0
4500158990_20,0
4210142779_10,0
4500175475_1,0
6000037900_10,0
4210142781_50,0
4210142781_10,0
4600000209_10,0
4210142781_40,0
4210142781_30,0
6000037902_10,0
6000037902_30,0
6000037902_20,0
4210142784_10,0
4210142792_40,0
4210142650_20,0
4210142788_20,0
4210142788_10,0
4210142790_10,0
4500175515_10,0
4500175509_10,0
4500175508_10,0
4220035006_20,0
4210142805_10,0
4210142787_10,0
4210142782_10,0
4500175474_1,0
4210142792_10,0
4210142792_20,0
4500175514_10,0
4500175521_1,0
4500159736_10,0
4500172535_10,0
4500175519_1,0
4300013043_20,0
4300013043_30,0
4300013043_40,0
4300013043_10,0
4000006654_10,0
4220040309_10,0
4500168648_10,0
4210142806_10,0
4220040320_10,0
4210142734_10,0
4210142719_10,0
4500175481_20,0
4500175481_10,0
4400010289_10,0
4210142792_30,0
4500158897_10,0
4500175488_80,0
4210142746_10,0
4210142745_20,0
4600000207_10,0
4210142721_10,0
6000037913_40,0
6000037913_30,0
4600000206_10,0
6000037913_20,0
4500175488_20,0
4500175488_60,0
4500175496_10,0
4210142794_40,0
4500175505_10,0
4500175488_70,0
4500175488_50,0
4500175488_10,0
4210142794_10,0
4500174568_10,0
4500175488_30,0
6000037913_10,0
4210142755_20,0
4210142811_10,0
4220040306_70,0
4220040306_50,0
4220040306_30,0
4220040306_40,0
4220040306_20,0
4220040314_10,0
4600000208_10,0
4220040306_10,0
4220040315_10,0
4500175488_40,0
4500162393_20,0
4500162393_10,0
4210142750_10,0
4210142745_10,0
4210142745_30,0
4210142794_50,0
4220040306_60,0
4210142794_20,0
4210142791_10,0
4210142755_70,0
4210142794_30,0
6000037897_20,0
6000037897_10,0
4210142755_80,0
4210142755_30,0
4500175418_10,0
4210142830_10,0
4210142812_190,0
4210142812_170,0
4210142812_150,0
4210142812_140,0
4220040299_10,0
4220039979_10,0
4210142812_130,0
4230002828_10,0
4210142825_30,0
4500175477_20,0
4500175587_60,0
4500175587_50,0
4210142812_70,0
4210142777_10,0
4210142812_60,0
4210142654_10,0
4300013135_10,0
4210142849_10,0
4210142842_10,0
4500175539_10,0
4210142825_20,0
4500175540_10,0
4210142825_10,0
4210142812_30,0
5500008435_10,0
4300013139_10,0
4210142812_50,0
4500175418_50,0
4210142815_10,0
4500175418_40,0
4500175418_30,0
4220038275_70,0
4220038355_50,0
4500175418_20,0
4500175584_1,0
4210142814_10,0
4210142845_10,0
4210142814_20,0
4210142812_20,0
4500175588_1,0
4500175570_10,0
4500175570_20,0
4210142812_180,0
4210142825_40,0
4500175570_30,0
4210142844_30,0
4210142844_20,0
4210142844_10,0
4210142812_110,0
4210142820_10,0
5500008434_10,0
4210142812_120,0
4500175574_10,0
4220039691_10,0
4210142812_10,0
4220039580_1470,0
4220040328_20,0
4220040328_10,0
4500175592_10,0
4210139593_10,0
4210134004_10,0
4210134004_20,0
4210142824_10,0
4210142847_10,0
4210134004_60,0
4210134004_50,0
4220040248_10,0
4220038635_20,0
4220038790_20,0
4500175571_1,0
4210134004_40,0
4210142819_10,0
4500175541_1,0
4500156929_100,0
4210134004_30,0
4220040324_10,0
4220039502_30,0
4500159163_10,0
4220039502_40,0
4220038204_30,0
4220039764_800,0
4210142828_10,0
4220040323_10,0
4210142822_10,0
4210142812_40,0
4500175585_1,0
4210142850_10,0
4230002827_10,0
4220039691_20,0
4210142812_160,0
4210142812_100,0
4220040327_10,0
4210142812_90,0
4210142856_10,0
4210142856_20,0
4210142857_10,0
4210142778_10,0
4500175479_20,0
4210142812_80,0
4210142823_10,0
4500175575_10,0
4210142857_20,0
4500173115_10,0
4220040326_10,0
4210142017_20,0
4500175479_10,0
4500173192_10,0
4500175578_10,0
4500175579_10,0
4500175587_40,0
4220039917_10,0
4220039917_20,0
4500175479_30,0
4500175582_10,0
4500175568_1,0
4220040330_10,0
4210142838_60,0
4210142815_20,0
4210142821_10,0
4230002829_20,0
4500175545_40,0
4300013191_10,0
4210142816_140,0
4220039472_20,0
4500175542_10,0
4220040329_10,0
4230002829_10,0
4210142840_10,0
4210142816_130,0
4210142816_110,0
4210142816_80,0
4210142816_70,0
4220039472_30,0
4210142816_50,0
4210142839_10,0
4500175589_10,0
4500175008_10,0
4210142841_10,0
4500175595_1,0
4210135445_290,0
4210142816_20,0
4500175545_30,0
4500175545_20,0
4500175545_10,0
4210142816_40,0
4210142816_150,0
4210142816_120,0
4210142816_100,0
4500175593_10,0
4300013183_10,0
4500175570_60,0
4300013159_10,0
4500175566_30,0
4500175566_40,0
4220038262_10,0
4500175581_10,0
4500175570_50,0
4500175551_10,0
4500175566_10,0
4210142366_10,0
4210142017_30,0
4210142668_30,0
4210142668_60,0
4210142668_50,0
4210142668_40,0
4210142366_30,0
4500175544_10,0
4500175566_20,0
4210142816_200,0
4210142816_190,0
4210142816_180,0
4500175565_10,0
4210142816_170,0
4500175557_20,0
4210142816_160,0
4500175545_60,0
4500175570_40,0
4500175557_10,0
4500175564_10,0
4210142837_10,0
4500175545_50,0
4500175570_70,0
4210142366_20,0
4210142851_10,0
4300013184_10,0
5500008109_20,0
4210142826_10,0
4210142813_10,0
4500175587_30,0
4500175587_70,0
4210142833_10,0
4210142816_10,0
4500175580_10,0
4210142817_10,0
4210142818_10,0
4300013039_10,0
4300012851_10,0
4210142848_10,0
5500008046_10,0
4220040267_10,0
4210142017_40,0
4220040332_10,0
4220040332_20,0
4210142838_20,0
4210142838_30,0
4210142838_70,0
4210142838_50,0
4500175545_80,0
4500175545_70,0
4210142838_40,0
4220040332_40,0
4220040332_30,0
4210142838_10,0
4210142846_10,0
4210142816_90,0
4500175594_1,0
4500175587_20,0
4500175586_10,0
4210142853_10,0
4500175545_100,0
4500175545_90,0
4300013081_10,0
4500175573_30,0
4500175573_20,0
4500175569_60,0
4500175569_70,0
4500175569_20,0
4500175569_30,0
4500175569_10,0
4500175569_40,0
4500175569_50,0
4500175573_10,0
4500175576_20,0
4500175591_1,0
4500175576_10,0
4210142816_30,0
4210142852_10,0
4210142834_10,0
4210142831_10,0
4500156187_10,0
4210142835_10,0
4210142827_10,0
4210142826_20,0
4500175538_10,0
4500175587_10,0
4210142017_10,0
4210142829_10,0
4210142816_60,0
4500175596_140,0
4500175596_160,0
4500175596_150,0
4500175596_180,0
4500175596_130,0
4500175596_170,0
4500175596_190,0
4500174272_150,0
4500175596_110,0
4500175596_620,0
4500175596_630,0
4500175596_640,0
4500175596_650,0
4500175596_660,0
4500175596_670,0
4500175596_680,0
4500175596_690,0
4500175596_700,0
4500175596_710,0
4500175596_720,0
4500175596_730,0
4500175596_740,0
4500175596_750,0
4500175596_760,0
4500175596_770,0
4500175596_780,0
4500175596_610,0
4500175596_790,0
4500175596_600,0
4500175596_580,0
4500175596_1180,0
4500175596_1190,0
4500175596_890,0
4500175596_920,0
4500175596_1010,0
4500175596_210,0
4500175596_440,0
4500175596_450,0
4500175596_800,0
4500175596_500,0
4500175596_510,0
4500175596_520,0
4500175596_530,0
4500175596_540,0
4500175596_550,0
4500175596_560,0
4500175596_570,0
4500175596_590,0
4500175596_120,0
4500175596_810,0
4500175596_830,0
4500175596_1100,0
4500175596_1110,0
4500175596_1120,0
4500175596_1130,0
4500175596_1140,0
4500175596_1150,0
4500175596_1160,0
4500175596_1170,0
4500175596_20,0
4500175596_30,0
4500175596_40,0
4500175596_50,0
4500175596_60,0
4500175596_70,0
4500175596_80,0
4500175596_90,0
4500175596_100,0
4500175596_1090,0
4500175596_820,0
4500175596_1080,0
4500175596_1060,0
4500175596_840,0
4500175596_850,0
4500175596_860,0
4500175596_870,0
4500175596_880,0
4500175596_930,0
4500175596_940,0
4500175596_950,0
4500175596_960,0
4500175596_970,0
4500175596_980,0
4500175596_990,0
4500175596_1000,0
4500175596_1020,0
4500175596_1030,0
4500175596_1040,0
4500175596_1050,0
4500175596_1070,0
4500175596_220,0
4500175596_360,0
4500175596_240,0
4500175601_30,0
4500175601_280,0
4500175601_140,0
4500175601_130,0
4500175601_70,0
4500175601_390,0
4500175601_330,0
4500175601_320,0
4500175601_310,0
4500175601_210,0
4500175601_410,0
4500175601_400,0
4500175601_370,0
4500175583_10,0
4500174272_430,0
4500174272_160,0
4500175598_10,0
4500175598_20,0
4500175598_30,0
4500174272_170,0
4500174272_300,0
4500174272_310,0
4500174272_420,0
4500175600_10,0
4500175600_40,0
4500174272_140,0
4500174272_260,0
4500175599_10,0
4500175599_230,0
4500175601_170,0
4500175599_220,0
4500175601_190,0
4500175601_270,0
4500175597_50,0
4500175597_30,0
4500175597_20,0
4500175597_40,0
4500175596_230,0
4500175601_10,0
4500175601_420,0
4500175601_360,0
4500175601_350,0
4500175601_340,0
4500175601_300,0
4500175601_290,0
4500175601_260,0
4500175601_250,0
4500175601_230,0
4500175601_220,0
4500175601_200,0
4500175601_180,0
4500175601_160,0
4500175601_150,0
4500175601_120,0
4500175601_110,0
4500175601_100,0
4500175601_90,0
4500175601_80,0
4500175601_60,0
4500175601_50,0
4500175601_40,0
4500175601_430,0
4500175601_240,0
4500175599_210,0
4500174272_490,0
4500175599_200,0
4500174272_200,0
4500174272_230,0
4500174272_320,0
4500174272_330,0
4500174272_340,0
4500174272_180,0
4500174272_400,0
4500174272_390,0
4500174272_210,0
4500174272_220,0
4500174272_360,0
4500174272_410,0
4500174272_380,0
4500174272_470,0
4500174272_480,0
4500174272_350,0
4500174272_500,0
4500174272_10,0
4500174272_250,0
4500174272_30,0
4500174272_240,0
4500174272_100,0
4500174272_60,0
