ID,Purchasing_Document_Number,Item_Number_of_Purchasing_Document,Is_the_order_deleted,Purchasing_Document_Item _Date,Material_Number,Net_Price_in_Purchasing_Document_(in Document Currency),Account_Assignment_Category,Created_On,Flag_Material_for_Deletion_at_Client_Level,Base_Unit_of_Measure,Net_Weight
4500175515_10,4500175515,10,,2023-12-21,55063901,10000,Vendor,2021-02-23,,KG,25.0
4500175509_10,4500175509,10,,2023-12-21,55069107,10000,Vendor,2020-10-29,,KG,25.0
4500175508_10,4500175508,10,,2023-12-21,55056601,10000,Vendor,2021-02-23,,KG,25.0
4220035006_20,4220035006,20,,2023-12-21,,5130,Partnership,,,,
4210142805_10,4210142805,10,,2023-12-21,,5130,Partnership,,,,
4210142787_10,4210142787,10,,2023-12-21,,5130,Partnership,,,,
4210142782_10,4210142782,10,,2023-12-21,7010667,52060,Vendor,2005-12-03,,UN,0.0
4500175474_1,4500175474,1,,2023-12-21,,156580,Partnership,,,,
4210142792_10,4210142792,10,,2023-12-21,,10000,Partnership,,,,
4210142792_20,4210142792,20,,2023-12-21,,10000,Partnership,,,,
4500175514_10,4500175514,10,,2023-12-21,55047504,10000,Vendor,2021-09-29,,KG,20.0
4500175521_1,4500175521,1,,2023-12-21,,292430,Partnership,,,,
4500159736_10,4500159736,10,,2023-12-21,,122000,Partnership,,,,
4500172535_10,4500172535,10,,2023-12-21,,1253000,Partnership,,,,
4500175519_1,4500175519,1,,2023-12-21,,72990,Partnership,,,,
4300013043_20,4300013043,20,,2023-12-21,58200511,10000,Vendor,2023-07-11,,KG,10.0
4300013043_30,4300013043,30,,2023-12-21,58200521,10000,Vendor,2023-07-12,,KG,25.0
4300013043_40,4300013043,40,,2023-12-21,33350801,10000,Vendor,2012-02-08,,KG,25.0
4300013043_10,4300013043,10,,2023-12-21,33330449,10000,Vendor,2006-02-28,,L,0.0
4000006654_10,4000006654,10,,2023-12-21,31020022,10000,Vendor,2018-09-20,,KG,20.0
4220040309_10,4220040309,10,,2023-12-21,,4265100,Partnership,,,,
4500168648_10,4500168648,10,,2023-12-21,110202,10000,Vendor,1998-08-28,,KG,20.0
4210142806_10,4210142806,10,,2023-12-21,,1955000,Partnership,,,,
4220040320_10,4220040320,10,,2023-12-21,,83130,Partnership,,,,
4210142734_10,4210142734,10,,2023-12-21,7053352,10000,Vendor,2022-10-12,,UN,0.0
4210142719_10,4210142719,10,,2023-12-21,7050507,10000,Vendor,2020-10-07,,UN,0.0
4500175481_20,4500175481,20,,2023-12-21,8016294,10000,Vendor,2013-02-20,,UN,0.0
4500175481_10,4500175481,10,,2023-12-21,8016249,10000,Vendor,2013-02-20,,UN,0.0
4400010289_10,4400010289,10,,2023-12-21,51110904,10000,Vendor,2001-06-27,,UN,0.0
4210142792_30,4210142792,30,,2023-12-21,,10000,Partnership,,,,
4500158897_10,4500158897,10,,2023-12-21,,460000,Partnership,,,,
4500175488_80,4500175488,80,,2023-12-21,8018252,10000,Partnership,2013-02-20,,M,0.0
4210142746_10,4210142746,10,,2023-12-21,,265000,Partnership,,,,
4210142745_20,4210142745,20,,2023-12-21,7000036,10000,Vendor,2005-12-03,,UN,0.0
4600000207_10,4600000207,10,,2023-12-21,133633,50500,Vendor,2013-06-24,,KG,20.0
4210142721_10,4210142721,10,,2023-12-21,,5130,Partnership,,,,
6000037913_40,6000037913,40,,2023-12-21,7041488,5000,Vendor,2015-01-22,,UN,0.0
6000037913_30,6000037913,30,,2023-12-21,7041267,5000,Vendor,2014-12-03,,UN,0.0
4600000206_10,4600000206,10,,2023-12-21,110108,109000,Vendor,1998-10-10,,KG,25.0
6000037913_20,6000037913,20,,2023-12-21,7041265,5000,Vendor,2014-12-03,,UN,0.0
4500175488_20,4500175488,20,,2023-12-21,8018740,10000,Partnership,2013-02-20,,UN,0.0
4500175488_60,4500175488,60,,2023-12-21,8017880,10000,Partnership,2013-02-20,,UN,0.0
4500175496_10,4500175496,10,,2023-12-21,,10000,Partnership,,,,
4210142794_40,4210142794,40,,2023-12-21,,10000,Partnership,,,,
4500175505_10,4500175505,10,,2023-12-21,133633,55700,Vendor,2013-06-24,,KG,20.0
4500175488_70,4500175488,70,,2023-12-21,8017888,10000,Partnership,2013-02-20,,UN,0.0
4500175488_50,4500175488,50,,2023-12-21,8018747,10000,Partnership,2013-02-20,,UN,0.0
4500175488_10,4500175488,10,,2023-12-21,8018660,10000,Partnership,2013-02-20,,UN,0.0
4210142794_10,4210142794,10,,2023-12-21,,10000,Partnership,,,,
4500174568_10,4500174568,10,,2023-12-21,,39005000,Partnership,,,,
4500175488_30,4500175488,30,,2023-12-21,8018678,10000,Partnership,2013-02-20,,UN,0.0
6000037913_10,6000037913,10,,2023-12-21,7041266,5000,Vendor,2014-12-03,,UN,0.0
4210142755_20,4210142755,20,,2023-12-21,,10000,Partnership,,,,
4210142811_10,4210142811,10,,2023-12-21,,5062130,Partnership,,,,
4220040306_70,4220040306,70,,2023-12-21,,826340,Partnership,,,,
4220040306_50,4220040306,50,,2023-12-21,,1210750,Partnership,,,,
4220040306_30,4220040306,30,,2023-12-21,,1231030,Partnership,,,,
4220040306_40,4220040306,40,,2023-12-21,,1381570,Partnership,,,,
4220040306_20,4220040306,20,,2023-12-21,,10000,Partnership,,,,
4220040314_10,4220040314,10,,2023-12-21,,1629480,Partnership,,,,
4600000208_10,4600000208,10,,2023-12-21,133633,50500,Vendor,2013-06-24,,KG,20.0
4220040306_10,4220040306,10,,2023-12-21,,396300,Partnership,,,,
4220040315_10,4220040315,10,,2023-12-21,,99900,Partnership,,,,
4500175488_40,4500175488,40,,2023-12-21,8018740,10000,Partnership,2013-02-20,,UN,0.0
4500162393_20,4500162393,20,,2023-12-21,,174000,Partnership,,,,
4500162393_10,4500162393,10,,2023-12-21,,434000,Partnership,,,,
4210142750_10,4210142750,10,,2023-12-21,7054658,64800,Vendor,2023-12-20,,UN,0.0
4210142745_10,4210142745,10,,2023-12-21,7000038,10000,Vendor,2005-12-03,,UN,0.0
4210142745_30,4210142745,30,,2023-12-21,7000060,10000,Vendor,2005-12-03,,UN,0.0
4210142794_50,4210142794,50,,2023-12-21,,5390,Partnership,,,,
4220040306_60,4220040306,60,,2023-12-21,,806060,Partnership,,,,
4210142794_20,4210142794,20,,2023-12-21,,10000,Partnership,,,,
4210142791_10,4210142791,10,,2023-12-21,,10000,Partnership,,,,
4210142755_70,4210142755,70,,2023-12-21,,10000,Partnership,,,,
4210142794_30,4210142794,30,,2023-12-21,,10000,Partnership,,,,
6000037897_20,6000037897,20,,2023-12-21,7022973,5000,Vendor,2007-12-18,,UN,0.0
6000037897_10,6000037897,10,,2023-12-21,7022974,5000,Vendor,2007-12-18,,UN,0.0
4210142755_80,4210142755,80,,2023-12-21,,5390,Partnership,,,,
4210142755_30,4210142755,30,,2023-12-21,,10000,Partnership,,,,
4500175418_10,4500175418,10,,2023-12-22,,10000,Partnership,,,,
4210142830_10,4210142830,10,,2023-12-22,,1305000,Partnership,,,,
4210142812_190,4210142812,190,,2023-12-22,7052536,10000,Vendor,2022-03-08,,UN,0.0
4210142812_170,4210142812,170,,2023-12-22,7052534,10000,Vendor,2022-03-08,,UN,0.0
4210142812_150,4210142812,150,,2023-12-22,7040292,10000,Vendor,2014-05-13,,UN,0.0
4210142812_140,4210142812,140,,2023-12-22,7006250,10000,Vendor,2005-12-03,,UN,0.0
4220040299_10,4220040299,10,,2023-12-22,,242250,Partnership,,,,
4220039979_10,4220039979,10,,2023-12-22,,242510,Partnership,,,,
4210142812_130,4210142812,130,,2023-12-22,7006249,10000,Vendor,2005-12-03,,UN,0.0
4230002828_10,4230002828,10,,2023-12-22,,10000,Partnership,,,,
4210142825_30,4210142825,30,,2023-12-22,7027634,10000,Vendor,2007-12-18,,UN,0.0
4500175477_20,4500175477,20,,2023-12-22,8031079,10000,Vendor,2022-04-11,,UN,0.0
4500175587_60,4500175587,60,,2023-12-22,,10000,Partnership,,,,
4500175587_50,4500175587,50,,2023-12-22,,10000,Partnership,,,,
4210142812_70,4210142812,70,,2023-12-22,7006225,10000,Vendor,2005-12-03,,UN,0.0
4210142777_10,4210142777,10,,2023-12-22,7050681,10000,Vendor,2020-11-05,,UN,0.0
4210142812_60,4210142812,60,,2023-12-22,7006195,10000,Vendor,2005-12-03,,UN,0.0
4210142654_10,4210142654,10,,2023-12-22,7050198,533840,Vendor,2020-07-03,,UN,0.0
4300013135_10,4300013135,10,,2023-12-22,9000040,260450,Partnership,2010-10-02,,UN,0.0
4210142849_10,4210142849,10,,2023-12-22,,465200,Partnership,,,,
4210142842_10,4210142842,10,,2023-12-22,,1307600,Partnership,,,,
4500175539_10,4500175539,10,,2023-12-22,,10000,Partnership,,,,
4210142825_20,4210142825,20,,2023-12-22,7026816,10000,Vendor,2007-12-18,,UN,0.0
4500175540_10,4500175540,10,,2023-12-22,,10000,Partnership,,,,
4210142825_10,4210142825,10,,2023-12-22,7027797,6040,Vendor,2007-12-18,,UN,0.0
4210142812_30,4210142812,30,,2023-12-22,7006192,10000,Vendor,2005-12-03,,UN,0.0
5500008435_10,5500008435,10,,2023-12-22,960004,10000,Vendor,2017-06-09,,UN,0.0
4300013139_10,4300013139,10,,2023-12-22,30040002,10000,Vendor,1998-10-01,,KG,5.0
4210142812_50,4210142812,50,,2023-12-22,7006194,10000,Vendor,2005-12-03,,UN,0.0
4500175418_50,4500175418,50,,2023-12-22,8022045,10000,Vendor,2013-06-09,,UN,0.0
4210142815_10,4210142815,10,,2023-12-22,7053521,9030,Vendor,2022-12-12,,UN,0.0
4500175418_40,4500175418,40,,2023-12-22,8022141,10000,Vendor,2013-06-26,,UN,0.0
4500175418_30,4500175418,30,,2023-12-22,8019443,10000,Vendor,2013-02-21,,UN,0.0
4220038275_70,4220038275,70,,2023-12-22,,10000,Partnership,,,,
4220038355_50,4220038355,50,,2023-12-22,,530720,Partnership,,,,
4500175418_20,4500175418,20,,2023-12-22,8022427,10000,Vendor,2013-08-29,,UN,0.0
4500175584_1,4500175584,1,,2023-12-22,,460000,Partnership,,,,
4210142814_10,4210142814,10,,2023-12-22,7040887,5000,Vendor,2014-10-01,,UN,0.0
4210142845_10,4210142845,10,,2023-12-22,,3125000,Partnership,,,,
4210142814_20,4210142814,20,,2023-12-22,7045446,5000,Vendor,2017-08-07,,UN,0.0
4210142812_20,4210142812,20,,2023-12-22,7006191,10000,Vendor,2005-12-03,,UN,0.0
4500175588_1,4500175588,1,,2023-12-22,,10000,Partnership,,,,
4500175570_10,4500175570,10,,2023-12-22,,10000,Partnership,,,,
4500175570_20,4500175570,20,,2023-12-22,,10000,Partnership,,,,
4210142812_180,4210142812,180,,2023-12-22,7052535,10000,Vendor,2022-03-08,,UN,0.0
4210142825_40,4210142825,40,,2023-12-22,7027633,10000,Vendor,2007-12-18,,UN,0.0
4500175570_30,4500175570,30,,2023-12-22,,10000,Partnership,,,,
4210142844_30,4210142844,30,,2023-12-22,,5130,Partnership,,,,
4210142844_20,4210142844,20,,2023-12-22,,5130,Partnership,,,,
4210142844_10,4210142844,10,,2023-12-22,,5130,Partnership,,,,
4210142812_110,4210142812,110,,2023-12-22,7006244,10000,Vendor,2005-12-03,,UN,0.0
4210142820_10,4210142820,10,,2023-12-22,,5130,Partnership,,,,
5500008434_10,5500008434,10,,2023-12-22,933110,10000,Vendor,2020-04-15,,UN,0.0
4210142812_120,4210142812,120,,2023-12-22,7006245,10000,Vendor,2005-12-03,,UN,0.0
4500175574_10,4500175574,10,,2023-12-22,,10000,Partnership,,,,
4220039691_10,4220039691,10,,2023-12-22,,10000,Partnership,,,,
4210142812_10,4210142812,10,,2023-12-22,7006190,10000,Vendor,2005-12-03,,UN,0.0
4220039580_1470,4220039580,1470,,2023-12-22,,10000,Partnership,,,,
4220040328_20,4220040328,20,,2023-12-22,,525000,Partnership,,,,
4220040328_10,4220040328,10,,2023-12-22,,10000,Partnership,,,,
4500175592_10,4500175592,10,,2023-12-22,55050211,10000,Vendor,2020-10-29,,KG,15.0
4210139593_10,4210139593,10,,2023-12-22,,106400,Partnership,,,,
4210134004_10,4210134004,10,,2023-12-22,,5130,Partnership,,,,
4210134004_20,4210134004,20,,2023-12-22,,5130,Partnership,,,,
4210142824_10,4210142824,10,,2023-12-22,,1298110,Partnership,,,,
4210142847_10,4210142847,10,,2023-12-22,7054668,10000,Vendor,2023-12-21,,UN,0.0
4210134004_60,4210134004,60,,2023-12-22,,5130,Partnership,,,,
4210134004_50,4210134004,50,,2023-12-22,,5130,Partnership,,,,
4220040248_10,4220040248,10,,2023-12-22,,10000,Partnership,,,,
4220038635_20,4220038635,20,,2023-12-22,,10000,Partnership,,,,
4220038790_20,4220038790,20,,2023-12-22,,10000,Partnership,,,,
4500175571_1,4500175571,1,,2023-12-22,,5000,Partnership,,,,
4210134004_40,4210134004,40,,2023-12-22,,5130,Partnership,,,,
4210142819_10,4210142819,10,,2023-12-22,7048582,10000,Vendor,2019-02-25,,UN,0.0
4500175541_1,4500175541,1,,2023-12-22,,5000,Partnership,,,,
4500156929_100,4500156929,100,,2023-12-22,33315106,10000,Vendor,2020-01-13,,KG,25.0
4210134004_30,4210134004,30,,2023-12-22,,5130,Partnership,,,,
4220040324_10,4220040324,10,,2023-12-22,,587920,Partnership,,,,
4220039502_30,4220039502,30,,2023-12-22,,3905000,Partnership,,,,
4500159163_10,4500159163,10,,2023-12-22,,15605000,Partnership,,,,
4220039502_40,4220039502,40,,2023-12-22,,10000,Partnership,,,,
4220038204_30,4220038204,30,,2023-12-22,,9420,Partnership,,,,
4220039764_800,4220039764,800,,2023-12-22,,10000,Partnership,,,,
4210142828_10,4210142828,10,,2023-12-22,7003536,10000,Vendor,2005-12-03,,UN,0.0
4220040323_10,4220040323,10,,2023-12-22,,96000,Partnership,,,,
4210142822_10,4210142822,10,,2023-12-22,,5130,Partnership,,,,
4210142812_40,4210142812,40,,2023-12-22,7006193,10000,Vendor,2005-12-03,,UN,0.0
4500175585_1,4500175585,1,,2023-12-22,,174000,Partnership,,,,
4210142850_10,4210142850,10,,2023-12-22,,176600,Partnership,,,,
4230002827_10,4230002827,10,,2023-12-22,,460000,Partnership,,,,
4220039691_20,4220039691,20,,2023-12-22,,10000,Partnership,,,,
4210142812_160,4210142812,160,,2023-12-22,7040293,10000,Vendor,2014-05-13,,UN,0.0
4210142812_100,4210142812,100,,2023-12-22,7006243,10000,Vendor,2005-12-03,,UN,0.0
4220040327_10,4220040327,10,,2023-12-22,,666700,Partnership,,,,
4210142812_90,4210142812,90,,2023-12-22,7006239,10000,Vendor,2005-12-03,,UN,0.0
4210142856_10,4210142856,10,,2023-12-22,,5130,Partnership,,,,
4210142856_20,4210142856,20,,2023-12-22,,5130,Partnership,,,,
4210142857_10,4210142857,10,,2023-12-22,,5130,Partnership,,,,
4210142778_10,4210142778,10,,2023-12-22,7044230,10000,Vendor,2016-08-09,,UN,0.0
4500175479_20,4500175479,20,,2023-12-22,8022060,10000,Vendor,2013-06-15,,UN,0.0
4210142812_80,4210142812,80,,2023-12-22,7006237,10000,Vendor,2005-12-03,,UN,0.0
4210142823_10,4210142823,10,,2023-12-22,,5130,Partnership,,,,
4500175575_10,4500175575,10,,2023-12-22,,10000,Partnership,,,,
4210142857_20,4210142857,20,,2023-12-22,,5130,Partnership,,,,
4500173115_10,4500173115,10,,2023-12-22,33371454,10000,Vendor,2004-04-22,,KG,20.0
4220040326_10,4220040326,10,,2023-12-22,,128500,Partnership,,,,
4210142017_20,4210142017,20,,2023-12-22,7045599,10000,Vendor,2017-09-07,,UN,0.0
4500175479_10,4500175479,10,,2023-12-22,8041654,10000,Vendor,2023-12-14,,UN,0.0
4500173192_10,4500173192,10,,2023-12-22,33371001,10000,Vendor,2002-09-11,,KG,10.0
4500175578_10,4500175578,10,,2023-12-22,,1045520,Partnership,,,,
4500175579_10,4500175579,10,,2023-12-22,,574010,Partnership,,,,
4500175587_40,4500175587,40,,2023-12-22,,10000,Partnership,,,,
4220039917_10,4220039917,10,,2023-12-22,,10000,Partnership,,,,
4220039917_20,4220039917,20,,2023-12-22,,10000,Partnership,,,,
4500175479_30,4500175479,30,,2023-12-22,8029384,10000,Vendor,2019-07-18,,UN,0.0
4500175582_10,4500175582,10,,2023-12-22,,4677720,Partnership,,,,
4500175568_1,4500175568,1,,2023-12-22,,798000,Partnership,,,,
4220040330_10,4220040330,10,,2023-12-22,,10000,Partnership,,,,
4210142838_60,4210142838,60,,2023-12-22,,54400,Partnership,,,,
4210142815_20,4210142815,20,,2023-12-22,7053521,9030,Vendor,2022-12-12,,UN,0.0
4210142821_10,4210142821,10,,2023-12-22,,10000,Partnership,,,,
4230002829_20,4230002829,20,,2023-12-22,,213000,Partnership,,,,
4500175545_40,4500175545,40,,2023-12-22,8013258,10000,Vendor,2013-02-20,,UN,0.0
4300013191_10,4300013191,10,,2023-12-22,58090049,10000,Vendor,2014-07-22,,L,0.0
4210142816_140,4210142816,140,,2023-12-22,7033120,5000,Vendor,2010-09-27,,UN,0.0
4220039472_20,4220039472,20,,2023-12-22,,10000,Partnership,,,,
4500175542_10,4500175542,10,,2023-12-22,8028987,10000,Vendor,2019-01-03,,UN,0.0
4220040329_10,4220040329,10,,2023-12-22,,10000,Partnership,,,,
4230002829_10,4230002829,10,,2023-12-22,,200000,Partnership,,,,
4210142840_10,4210142840,10,,2023-12-22,,5130,Partnership,,,,
4210142816_130,4210142816,130,,2023-12-22,7029191,5000,Vendor,2008-01-03,,UN,0.0
4210142816_110,4210142816,110,,2023-12-22,7049512,5000,Vendor,2019-12-17,,UN,0.0
4210142816_80,4210142816,80,,2023-12-22,7048899,5000,Vendor,2019-06-12,,UN,0.0
4210142816_70,4210142816,70,,2023-12-22,7045340,5000,Vendor,2017-06-29,,UN,0.0
4220039472_30,4220039472,30,,2023-12-22,,10000,Partnership,,,,
4210142816_50,4210142816,50,,2023-12-22,7054327,5000,Vendor,2023-09-07,,UN,0.0
4210142839_10,4210142839,10,,2023-12-22,,10000,Partnership,,,,
4500175589_10,4500175589,10,,2023-12-22,55064301,10000,Vendor,2021-02-23,,KG,25.0
4500175008_10,4500175008,10,,2023-12-22,,10000,Partnership,,,,
4210142841_10,4210142841,10,,2023-12-22,,10000,Partnership,,,,
4500175595_1,4500175595,1,,2023-12-22,,10000,Partnership,,,,
4210135445_290,4210135445,290,,2023-12-22,7054675,10000,Vendor,2023-12-22,,UN,0.0
4210142816_20,4210142816,20,,2023-12-22,7044642,5000,Vendor,2016-11-14,,UN,0.0
4500175545_30,4500175545,30,,2023-12-22,8013256,10000,Vendor,2013-02-20,,UN,0.0
4500175545_20,4500175545,20,,2023-12-22,8013243,10000,Vendor,2013-02-20,,UN,0.0
4500175545_10,4500175545,10,,2023-12-22,8013242,10000,Vendor,2013-02-20,,UN,0.0
4210142816_40,4210142816,40,,2023-12-22,7054325,5000,Vendor,2023-09-07,,UN,0.0
4210142816_150,4210142816,150,,2023-12-22,7035391,5000,Vendor,2012-02-22,,UN,0.0
4210142816_120,4210142816,120,,2023-12-22,7054313,5000,Vendor,2023-09-05,,KG,5.0
4210142816_100,4210142816,100,,2023-12-22,7044790,5000,Vendor,2017-01-30,,KG,5.0
4500175593_10,4500175593,10,,2023-12-22,55074707,10000,Partnership,2020-12-03,,KG,20.0
4300013183_10,4300013183,10,,2023-12-22,58180102,10000,Vendor,2017-11-21,,L,0.0
4500175570_60,4500175570,60,,2023-12-22,,10000,Partnership,,,,
4300013159_10,4300013159,10,,2023-12-22,56590158,10000,Vendor,2014-10-07,,KG,5.0
4500175566_30,4500175566,30,,2023-12-22,8024880,10000,Vendor,2014-10-17,,UN,0.0
4500175566_40,4500175566,40,,2023-12-22,8024881,10000,Vendor,2014-10-17,,UN,0.0
4220038262_10,4220038262,10,,2023-12-22,,3905000,Partnership,,,,
4500175581_10,4500175581,10,,2023-12-22,,10000,Partnership,,,,
4500175570_50,4500175570,50,,2023-12-22,,10000,Partnership,,,,
4500175551_10,4500175551,10,,2023-12-22,,10000,Partnership,,,,
4500175566_10,4500175566,10,,2023-12-22,8015732,10000,Vendor,2013-02-20,,UN,0.0
4210142366_10,4210142366,10,,2023-12-22,,395000,Partnership,,,,
4210142017_30,4210142017,30,,2023-12-22,7045600,10000,Vendor,2017-09-07,,UN,0.0
4210142668_30,4210142668,30,,2023-12-22,7025705,10000,Vendor,2007-12-18,,UN,0.0
4210142668_60,4210142668,60,,2023-12-22,7052618,10000,Vendor,2022-03-28,,UN,0.0
4210142668_50,4210142668,50,,2023-12-22,7025462,10000,Vendor,2007-12-18,,UN,0.0
4210142668_40,4210142668,40,,2023-12-22,7025548,10000,Vendor,2007-12-18,,UN,0.0
4210142366_30,4210142366,30,,2023-12-22,,395000,Partnership,,,,
4500175544_10,4500175544,10,,2023-12-22,8040992,5000,Vendor,2023-09-21,,UN,0.0
4500175566_20,4500175566,20,,2023-12-22,8015725,10000,Vendor,2013-02-20,,UN,0.0
4210142816_200,4210142816,200,,2023-12-22,7050819,5000,Vendor,2020-11-23,,UN,0.0
4210142816_190,4210142816,190,,2023-12-22,7050816,5000,Vendor,2020-11-23,,UN,0.0
4210142816_180,4210142816,180,,2023-12-22,7048828,5000,Vendor,2019-05-28,,UN,0.0
4500175565_10,4500175565,10,,2023-12-22,55041911,10000,Vendor,2023-02-27,,KG,5.0
4210142816_170,4210142816,170,,2023-12-22,7048827,5000,Vendor,2019-05-28,,UN,0.0
4500175557_20,4500175557,20,,2023-12-22,8039514,10000,Vendor,2023-04-28,,UN,0.0
4210142816_160,4210142816,160,,2023-12-22,7042010,5000,Vendor,2015-04-02,,UN,0.0
4500175545_60,4500175545,60,,2023-12-22,8013241,10000,Vendor,2013-02-20,,UN,0.0
4500175570_40,4500175570,40,,2023-12-22,,10000,Partnership,,,,
4500175557_10,4500175557,10,,2023-12-22,8027692,10000,Partnership,2017-06-26,,UN,0.0
4500175564_10,4500175564,10,,2023-12-22,8028427,5000,Vendor,2018-08-16,,UN,0.0
4210142837_10,4210142837,10,,2023-12-22,,10000,Partnership,,,,
4500175545_50,4500175545,50,,2023-12-22,8013271,10000,Vendor,2013-02-20,,UN,0.0
4500175570_70,4500175570,70,,2023-12-22,,10000,Partnership,,,,
4210142366_20,4210142366,20,,2023-12-22,,395000,Partnership,,,,
4210142851_10,4210142851,10,,2023-12-22,,5130,Partnership,,,,
4300013184_10,4300013184,10,,2023-12-22,58180102,10000,Vendor,2017-11-21,,L,0.0
5500008109_20,5500008109,20,,2023-12-22,30060014,159180,Vendor,2020-09-14,,KG,5.0
4210142826_10,4210142826,10,,2023-12-22,,10000,Partnership,,,,
4210142813_10,4210142813,10,,2023-12-22,,5130,Partnership,,,,
4500175587_30,4500175587,30,,2023-12-22,,10000,Partnership,,,,
4500175587_70,4500175587,70,,2023-12-22,,10000,Partnership,,,,
4210142833_10,4210142833,10,,2023-12-22,,3645000,Partnership,,,,
4210142816_10,4210142816,10,,2023-12-22,7054316,5000,Vendor,2023-09-05,,KG,10.0
4500175580_10,4500175580,10,,2023-12-22,,10000,Partnership,,,,
4210142817_10,4210142817,10,,2023-12-22,,31000,Partnership,,,,
4210142818_10,4210142818,10,,2023-12-22,,166200,Partnership,,,,
4300013039_10,4300013039,10,,2023-12-22,33380549,10000,Vendor,2003-11-14,,KG,25.0
4300012851_10,4300012851,10,,2023-12-22,33315106,10000,Vendor,2020-01-13,,KG,25.0
4210142848_10,4210142848,10,,2023-12-22,,10000,Partnership,,,,
5500008046_10,5500008046,10,,2023-12-22,922124,10000,Vendor,1998-12-31,,UN,0.0
4220040267_10,4220040267,10,,2023-12-22,,10000,Partnership,,,,
4210142017_40,4210142017,40,,2023-12-22,7045591,10000,Vendor,2017-09-06,,UN,0.0
4220040332_10,4220040332,10,,2023-12-22,,3905000,Partnership,,,,
4220040332_20,4220040332,20,,2023-12-22,,19505000,Partnership,,,,
4210142838_20,4210142838,20,,2023-12-22,,54400,Partnership,,,,
4210142838_30,4210142838,30,,2023-12-22,,54400,Partnership,,,,
4210142838_70,4210142838,70,,2023-12-22,,54400,Partnership,,,,
4210142838_50,4210142838,50,,2023-12-22,,54400,Partnership,,,,
4500175545_80,4500175545,80,,2023-12-22,8013244,10000,Partnership,2013-02-20,,UN,0.0
4500175545_70,4500175545,70,,2023-12-22,8013245,10000,Partnership,2013-02-20,,UN,0.0
4210142838_40,4210142838,40,,2023-12-22,,54400,Partnership,,,,
4220040332_40,4220040332,40,,2023-12-22,,65005000,Partnership,,,,
4220040332_30,4220040332,30,,2023-12-22,,32505000,Partnership,,,,
4210142838_10,4210142838,10,,2023-12-22,,54400,Partnership,,,,
4210142846_10,4210142846,10,,2023-12-22,,5130,Partnership,,,,
4210142816_90,4210142816,90,,2023-12-22,7054313,5000,Vendor,2023-09-05,,KG,5.0
4500175594_1,4500175594,1,,2023-12-22,,10000,Partnership,,,,
4500175587_20,4500175587,20,,2023-12-22,,10000,Partnership,,,,
4500175586_10,4500175586,10,,2023-12-22,120207,10000,Vendor,2013-02-21,,KG,15.0
4210142853_10,4210142853,10,,2023-12-22,,5130,Partnership,,,,
4500175545_100,4500175545,100,,2023-12-22,8013253,1627530,Partnership,2013-02-20,,UN,0.0
4500175545_90,4500175545,90,,2023-12-22,8013240,10000,Partnership,2013-02-20,,UN,0.0
4300013081_10,4300013081,10,,2023-12-22,50050926,26840,Vendor,2018-04-11,,KG,25.0
4500175573_30,4500175573,30,,2023-12-22,33330449,6560,Vendor,2006-02-28,,L,0.0
4500175573_20,4500175573,20,,2023-12-22,33330449,6560,Vendor,2006-02-28,,L,0.0
4500175569_60,4500175569,60,,2023-12-22,8018570,10000,Partnership,2013-02-20,,UN,0.0
4500175569_70,4500175569,70,,2023-12-22,8018677,10000,Partnership,2013-02-20,,UN,0.0
4500175569_20,4500175569,20,,2023-12-22,,10000,Partnership,,,,
4500175569_30,4500175569,30,,2023-12-22,,10000,Partnership,,,,
4500175569_10,4500175569,10,,2023-12-22,,10000,Partnership,,,,
4500175569_40,4500175569,40,,2023-12-22,,10000,Partnership,,,,
4500175569_50,4500175569,50,,2023-12-22,,10000,Partnership,,,,
4500175573_10,4500175573,10,,2023-12-22,33330449,6560,Vendor,2006-02-28,,L,0.0
4500175576_20,4500175576,20,,2023-12-22,55046501,10000,Vendor,2019-07-15,,KG,10.0
4500175591_1,4500175591,1,,2023-12-22,,318040,Partnership,,,,
4500175576_10,4500175576,10,,2023-12-22,55046501,10000,Vendor,2019-07-15,,KG,10.0
4210142816_30,4210142816,30,,2023-12-22,7044794,5000,Vendor,2017-01-30,,KG,20.0
4210142852_10,4210142852,10,,2023-12-22,,5130,Partnership,,,,
4210142834_10,4210142834,10,,2023-12-22,,5130,Partnership,,,,
4210142831_10,4210142831,10,,2023-12-22,,10000,Partnership,,,,
4500156187_10,4500156187,10,,2023-12-22,FACONNAGE,10000,Partnership,2006-07-20,,UN,0.0
4210142835_10,4210142835,10,,2023-12-22,,905900,Partnership,,,,
4210142827_10,4210142827,10,,2023-12-22,,5130,Partnership,,,,
4210142826_20,4210142826,20,,2023-12-22,,10000,Partnership,,,,
4500175538_10,4500175538,10,,2023-12-22,,10000,Partnership,,,,
4500175587_10,4500175587,10,,2023-12-22,,10000,Partnership,,,,
4210142017_10,4210142017,10,,2023-12-22,7045598,10000,Vendor,2017-09-07,,UN,0.0
4210142829_10,4210142829,10,,2023-12-22,7002891,10000,Vendor,2005-12-03,,UN,0.0
4210142816_60,4210142816,60,,2023-12-22,7044792,5000,Vendor,2017-01-30,,KG,5.0
4500175596_140,4500175596,140,,2023-12-23,,10000,Partnership,,,,
4500175596_160,4500175596,160,,2023-12-23,,10000,Partnership,,,,
4500175596_150,4500175596,150,,2023-12-23,,10000,Partnership,,,,
